[2026-07-16T00:43:28.436377] [formula discrepancy] Company: COMP01, Year: 2010, Metric: ROCE, Computed: 6.00%, Benchmark: 15.00% (absolute threshold), Difference: 9.00%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.593287] [formula discrepancy] Company: COMP66, Year: 2023, Metric: Return on Equity, Computed: 9.20%, Pre-computed: 15.75%, Difference: 6.55%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.593287] [formula discrepancy] Company: COMP67, Year: 2015, Metric: Return on Equity, Computed: 6.92%, Pre-computed: 15.80%, Difference: 8.88%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.593287] [data source issue] Company: COMP67, Metric: ROCE, Computed: 9.58% if calculated, Description: Pre-computed roce_percentage column is missing in companies.xlsx source file.
[2026-07-16T00:43:28.593287] [formula discrepancy] Company: COMP67, Year: 2016, Metric: Return on Equity, Computed: 7.12%, Pre-computed: 15.80%, Difference: 8.68%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.593287] [formula discrepancy] Company: COMP67, Year: 2017, Metric: Return on Equity, Computed: 7.32%, Pre-computed: 15.80%, Difference: 8.48%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.593287] [formula discrepancy] Company: COMP67, Year: 2018, Metric: Return on Equity, Computed: 7.53%, Pre-computed: 15.80%, Difference: 8.27%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.593287] [formula discrepancy] Company: COMP67, Year: 2019, Metric: Return on Equity, Computed: 7.74%, Pre-computed: 15.80%, Difference: 8.06%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.593287] [formula discrepancy] Company: COMP67, Year: 2020, Metric: Return on Equity, Computed: 7.96%, Pre-computed: 15.80%, Difference: 7.84%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.593287] [formula discrepancy] Company: COMP67, Year: 2021, Metric: Return on Equity, Computed: 8.18%, Pre-computed: 15.80%, Difference: 7.62%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.599863] [formula discrepancy] Company: COMP67, Year: 2022, Metric: Return on Equity, Computed: 8.42%, Pre-computed: 15.80%, Difference: 7.38%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.599863] [formula discrepancy] Company: COMP67, Year: 2023, Metric: Return on Equity, Computed: 8.65%, Pre-computed: 15.80%, Difference: 7.15%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.601416] [formula discrepancy] Company: COMP68, Year: 2010, Metric: ROCE, Computed: 8.34%, Benchmark: 15.00% (absolute threshold), Difference: 6.66%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.601416] [formula discrepancy] Company: COMP68, Year: 2011, Metric: ROCE, Computed: 8.90%, Benchmark: 15.00% (absolute threshold), Difference: 6.10%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.601416] [formula discrepancy] Company: COMP68, Year: 2012, Metric: ROCE, Computed: 9.48%, Benchmark: 15.00% (absolute threshold), Difference: 5.52%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.601416] [formula discrepancy] Company: COMP68, Year: 2013, Metric: ROCE, Computed: 10.11%, Benchmark: 15.00% (absolute threshold), Difference: 4.89%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.601416] [formula discrepancy] Company: COMP68, Year: 2014, Metric: ROCE, Computed: 10.78%, Benchmark: 15.00% (absolute threshold), Difference: 4.22%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.601416] [formula discrepancy] Company: COMP68, Year: 2015, Metric: ROCE, Computed: 11.49%, Benchmark: 15.00% (absolute threshold), Difference: 3.51%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.601416] [data source issue] Company: COMP68, Metric: ROCE, Computed: 11.49% if calculated, Description: Pre-computed roce_percentage column is missing in companies.xlsx source file.
[2026-07-16T00:43:28.601416] [formula discrepancy] Company: COMP68, Year: 2016, Metric: ROCE, Computed: 12.25%, Benchmark: 15.00% (absolute threshold), Difference: 2.75%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.601416] [formula discrepancy] Company: COMP68, Year: 2017, Metric: ROCE, Computed: 13.06%, Benchmark: 15.00% (absolute threshold), Difference: 1.94%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.601416] [formula discrepancy] Company: COMP68, Year: 2018, Metric: ROCE, Computed: 13.92%, Benchmark: 15.00% (absolute threshold), Difference: 1.08%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.601416] [formula discrepancy] Company: COMP68, Year: 2018, Metric: Return on Equity, Computed: 21.91%, Pre-computed: 15.85%, Difference: 6.06%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.601416] [formula discrepancy] Company: COMP68, Year: 2019, Metric: ROCE, Computed: 14.84%, Benchmark: 15.00% (absolute threshold), Difference: 0.16%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.602422] [formula discrepancy] Company: COMP68, Year: 2019, Metric: Return on Equity, Computed: 23.35%, Pre-computed: 15.85%, Difference: 7.50%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.602422] [formula discrepancy] Company: COMP68, Year: 2020, Metric: Return on Equity, Computed: 24.90%, Pre-computed: 15.85%, Difference: 9.05%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.602422] [formula discrepancy] Company: COMP68, Year: 2021, Metric: Return on Equity, Computed: 26.54%, Pre-computed: 15.85%, Difference: 10.69%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.602422] [formula discrepancy] Company: COMP68, Year: 2022, Metric: Return on Equity, Computed: 28.29%, Pre-computed: 15.85%, Difference: 12.44%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.602422] [formula discrepancy] Company: COMP68, Year: 2023, Metric: Return on Equity, Computed: 30.16%, Pre-computed: 15.85%, Difference: 14.31%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.603425] [formula discrepancy] Company: COMP69, Year: 2010, Metric: ROCE, Computed: 8.35%, Benchmark: 15.00% (absolute threshold), Difference: 6.65%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.603425] [formula discrepancy] Company: COMP69, Year: 2011, Metric: ROCE, Computed: 9.22%, Benchmark: 15.00% (absolute threshold), Difference: 5.78%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.603425] [formula discrepancy] Company: COMP69, Year: 2012, Metric: ROCE, Computed: 10.17%, Benchmark: 15.00% (absolute threshold), Difference: 4.83%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.603425] [formula discrepancy] Company: COMP69, Year: 2013, Metric: ROCE, Computed: 11.23%, Benchmark: 15.00% (absolute threshold), Difference: 3.77%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.603425] [formula discrepancy] Company: COMP69, Year: 2014, Metric: ROCE, Computed: 12.40%, Benchmark: 15.00% (absolute threshold), Difference: 2.60%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.603425] [formula discrepancy] Company: COMP69, Year: 2015, Metric: ROCE, Computed: 13.68%, Benchmark: 15.00% (absolute threshold), Difference: 1.32%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.604428] [formula discrepancy] Company: COMP69, Year: 2015, Metric: Return on Equity, Computed: 8.45%, Pre-computed: 15.90%, Difference: 7.45%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.604428] [data source issue] Company: COMP69, Metric: ROCE, Computed: 13.68% if calculated, Description: Pre-computed roce_percentage column is missing in companies.xlsx source file.
[2026-07-16T00:43:28.604428] [formula discrepancy] Company: COMP69, Year: 2016, Metric: Return on Equity, Computed: 9.12%, Pre-computed: 15.90%, Difference: 6.78%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.604428] [formula discrepancy] Company: COMP69, Year: 2017, Metric: Return on Equity, Computed: 9.85%, Pre-computed: 15.90%, Difference: 6.05%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.604428] [formula discrepancy] Company: COMP69, Year: 2018, Metric: Return on Equity, Computed: 10.65%, Pre-computed: 15.90%, Difference: 5.25%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.605430] [formula discrepancy] Company: COMP70, Year: 2010, Metric: ROCE, Computed: 8.36%, Benchmark: 15.00% (absolute threshold), Difference: 6.64%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.605430] [formula discrepancy] Company: COMP70, Year: 2011, Metric: ROCE, Computed: 9.54%, Benchmark: 15.00% (absolute threshold), Difference: 5.46%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.606432] [formula discrepancy] Company: COMP70, Year: 2012, Metric: ROCE, Computed: 10.89%, Benchmark: 15.00% (absolute threshold), Difference: 4.11%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.606432] [formula discrepancy] Company: COMP70, Year: 2013, Metric: ROCE, Computed: 12.43%, Benchmark: 15.00% (absolute threshold), Difference: 2.57%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.606432] [formula discrepancy] Company: COMP70, Year: 2014, Metric: ROCE, Computed: 14.19%, Benchmark: 15.00% (absolute threshold), Difference: 0.81%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.606432] [formula discrepancy] Company: COMP70, Year: 2015, Metric: Return on Equity, Computed: 10.13%, Pre-computed: 15.95%, Difference: 5.82%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.606432] [data source issue] Company: COMP70, Metric: ROCE, Computed: 16.20% if calculated, Description: Pre-computed roce_percentage column is missing in companies.xlsx source file.
[2026-07-16T00:43:28.606432] [formula discrepancy] Company: COMP70, Year: 2021, Metric: Return on Equity, Computed: 22.40%, Pre-computed: 15.95%, Difference: 6.45%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.606432] [formula discrepancy] Company: COMP70, Year: 2022, Metric: Return on Equity, Computed: 25.57%, Pre-computed: 15.95%, Difference: 9.62%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.606432] [formula discrepancy] Company: COMP70, Year: 2023, Metric: Return on Equity, Computed: 29.19%, Pre-computed: 15.95%, Difference: 13.24%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.608465] [formula discrepancy] Company: COMP71, Year: 2010, Metric: ROCE, Computed: 8.37%, Benchmark: 15.00% (absolute threshold), Difference: 6.63%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.608465] [formula discrepancy] Company: COMP71, Year: 2011, Metric: ROCE, Computed: 8.29%, Benchmark: 15.00% (absolute threshold), Difference: 6.71%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.608465] [formula discrepancy] Company: COMP71, Year: 2012, Metric: ROCE, Computed: 8.21%, Benchmark: 15.00% (absolute threshold), Difference: 6.79%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.608465] [formula discrepancy] Company: COMP71, Year: 2013, Metric: ROCE, Computed: 8.13%, Benchmark: 15.00% (absolute threshold), Difference: 6.87%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.608465] [formula discrepancy] Company: COMP71, Year: 2014, Metric: ROCE, Computed: 8.05%, Benchmark: 15.00% (absolute threshold), Difference: 6.95%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.608465] [formula discrepancy] Company: COMP71, Year: 2015, Metric: ROCE, Computed: 7.98%, Benchmark: 15.00% (absolute threshold), Difference: 7.02%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.608465] [formula discrepancy] Company: COMP71, Year: 2015, Metric: Return on Equity, Computed: 8.87%, Pre-computed: 16.00%, Difference: 7.13%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.608465] [data source issue] Company: COMP71, Metric: ROCE, Computed: 7.98% if calculated, Description: Pre-computed roce_percentage column is missing in companies.xlsx source file.
[2026-07-16T00:43:28.608465] [formula discrepancy] Company: COMP71, Year: 2016, Metric: ROCE, Computed: 7.90%, Benchmark: 15.00% (absolute threshold), Difference: 7.10%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.608465] [formula discrepancy] Company: COMP71, Year: 2016, Metric: Return on Equity, Computed: 8.65%, Pre-computed: 16.00%, Difference: 7.35%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.609472] [formula discrepancy] Company: COMP71, Year: 2017, Metric: ROCE, Computed: 7.83%, Benchmark: 15.00% (absolute threshold), Difference: 7.17%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.609472] [formula discrepancy] Company: COMP71, Year: 2017, Metric: Return on Equity, Computed: 8.44%, Pre-computed: 16.00%, Difference: 7.56%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.609472] [formula discrepancy] Company: COMP71, Year: 2018, Metric: ROCE, Computed: 7.76%, Benchmark: 15.00% (absolute threshold), Difference: 7.24%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.609472] [formula discrepancy] Company: COMP71, Year: 2018, Metric: Return on Equity, Computed: 8.24%, Pre-computed: 16.00%, Difference: 7.76%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.609472] [formula discrepancy] Company: COMP71, Year: 2019, Metric: ROCE, Computed: 7.68%, Benchmark: 15.00% (absolute threshold), Difference: 7.32%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.609472] [formula discrepancy] Company: COMP71, Year: 2019, Metric: Return on Equity, Computed: 8.04%, Pre-computed: 16.00%, Difference: 7.96%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.609472] [formula discrepancy] Company: COMP71, Year: 2020, Metric: ROCE, Computed: 7.61%, Benchmark: 15.00% (absolute threshold), Difference: 7.39%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.609472] [formula discrepancy] Company: COMP71, Year: 2020, Metric: Return on Equity, Computed: 7.85%, Pre-computed: 16.00%, Difference: 8.15%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.609472] [formula discrepancy] Company: COMP71, Year: 2021, Metric: ROCE, Computed: 7.54%, Benchmark: 15.00% (absolute threshold), Difference: 7.46%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.609472] [formula discrepancy] Company: COMP71, Year: 2021, Metric: Return on Equity, Computed: 7.67%, Pre-computed: 16.00%, Difference: 8.33%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.609472] [formula discrepancy] Company: COMP71, Year: 2022, Metric: ROCE, Computed: 7.47%, Benchmark: 15.00% (absolute threshold), Difference: 7.53%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.609472] [formula discrepancy] Company: COMP71, Year: 2022, Metric: Return on Equity, Computed: 7.49%, Pre-computed: 16.00%, Difference: 8.51%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.609472] [formula discrepancy] Company: COMP71, Year: 2023, Metric: ROCE, Computed: 7.40%, Benchmark: 15.00% (absolute threshold), Difference: 7.60%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.609472] [formula discrepancy] Company: COMP71, Year: 2023, Metric: Return on Equity, Computed: 7.32%, Pre-computed: 16.00%, Difference: 8.68%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.610475] [formula discrepancy] Company: COMP72, Year: 2015, Metric: Return on Equity, Computed: 22.73%, Pre-computed: 16.05%, Difference: 6.68%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.610475] [data source issue] Company: COMP72, Metric: ROCE, Computed: 9.63% if calculated, Description: Pre-computed roce_percentage column is missing in companies.xlsx source file.
[2026-07-16T00:43:28.610475] [formula discrepancy] Company: COMP72, Year: 2016, Metric: Return on Equity, Computed: 23.37%, Pre-computed: 16.05%, Difference: 7.32%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.610475] [formula discrepancy] Company: COMP72, Year: 2017, Metric: Return on Equity, Computed: 24.04%, Pre-computed: 16.05%, Difference: 7.99%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.610475] [formula discrepancy] Company: COMP72, Year: 2018, Metric: Return on Equity, Computed: 24.72%, Pre-computed: 16.05%, Difference: 8.67%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.610475] [formula discrepancy] Company: COMP72, Year: 2019, Metric: Return on Equity, Computed: 25.42%, Pre-computed: 16.05%, Difference: 9.37%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.610475] [formula discrepancy] Company: COMP72, Year: 2020, Metric: Return on Equity, Computed: 26.13%, Pre-computed: 16.05%, Difference: 10.08%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.610475] [formula discrepancy] Company: COMP72, Year: 2021, Metric: Return on Equity, Computed: 26.87%, Pre-computed: 16.05%, Difference: 10.82%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.610475] [formula discrepancy] Company: COMP72, Year: 2022, Metric: Return on Equity, Computed: 27.63%, Pre-computed: 16.05%, Difference: 11.58%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.610475] [formula discrepancy] Company: COMP72, Year: 2023, Metric: Return on Equity, Computed: 28.42%, Pre-computed: 16.05%, Difference: 12.37%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.610475] [formula discrepancy] Company: COMP73, Year: 2010, Metric: ROCE, Computed: 8.38%, Benchmark: 15.00% (absolute threshold), Difference: 6.62%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.610475] [formula discrepancy] Company: COMP73, Year: 2011, Metric: ROCE, Computed: 8.93%, Benchmark: 15.00% (absolute threshold), Difference: 6.07%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.613732] [formula discrepancy] Company: COMP73, Year: 2012, Metric: ROCE, Computed: 9.52%, Benchmark: 15.00% (absolute threshold), Difference: 5.48%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.613732] [formula discrepancy] Company: COMP73, Year: 2013, Metric: ROCE, Computed: 10.15%, Benchmark: 15.00% (absolute threshold), Difference: 4.85%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.613732] [formula discrepancy] Company: COMP73, Year: 2014, Metric: ROCE, Computed: 10.82%, Benchmark: 15.00% (absolute threshold), Difference: 4.18%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.613732] [formula discrepancy] Company: COMP73, Year: 2015, Metric: ROCE, Computed: 11.54%, Benchmark: 15.00% (absolute threshold), Difference: 3.46%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.613732] [formula discrepancy] Company: COMP73, Year: 2015, Metric: Return on Equity, Computed: 3.20%, Pre-computed: 16.10%, Difference: 12.90%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.613732] [data source issue] Company: COMP73, Metric: ROCE, Computed: 11.54% if calculated, Description: Pre-computed roce_percentage column is missing in companies.xlsx source file.
[2026-07-16T00:43:28.613732] [formula discrepancy] Company: COMP73, Year: 2016, Metric: ROCE, Computed: 12.30%, Benchmark: 15.00% (absolute threshold), Difference: 2.70%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.613732] [formula discrepancy] Company: COMP73, Year: 2016, Metric: Return on Equity, Computed: 3.42%, Pre-computed: 16.10%, Difference: 12.68%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.614153] [formula discrepancy] Company: COMP73, Year: 2017, Metric: ROCE, Computed: 13.11%, Benchmark: 15.00% (absolute threshold), Difference: 1.89%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.614153] [formula discrepancy] Company: COMP73, Year: 2017, Metric: Return on Equity, Computed: 3.64%, Pre-computed: 16.10%, Difference: 12.46%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.614153] [formula discrepancy] Company: COMP73, Year: 2018, Metric: ROCE, Computed: 13.98%, Benchmark: 15.00% (absolute threshold), Difference: 1.02%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.614153] [formula discrepancy] Company: COMP73, Year: 2018, Metric: Return on Equity, Computed: 3.88%, Pre-computed: 16.10%, Difference: 12.22%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.614153] [formula discrepancy] Company: COMP73, Year: 2019, Metric: ROCE, Computed: 14.90%, Benchmark: 15.00% (absolute threshold), Difference: 0.10%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.614153] [formula discrepancy] Company: COMP73, Year: 2019, Metric: Return on Equity, Computed: 4.14%, Pre-computed: 16.10%, Difference: 11.96%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.614153] [formula discrepancy] Company: COMP73, Year: 2020, Metric: Return on Equity, Computed: 4.41%, Pre-computed: 16.10%, Difference: 11.69%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.614153] [formula discrepancy] Company: COMP73, Year: 2021, Metric: Return on Equity, Computed: 4.70%, Pre-computed: 16.10%, Difference: 11.40%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.614153] [formula discrepancy] Company: COMP73, Year: 2022, Metric: Return on Equity, Computed: 5.01%, Pre-computed: 16.10%, Difference: 11.09%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.614153] [formula discrepancy] Company: COMP73, Year: 2023, Metric: Return on Equity, Computed: 5.35%, Pre-computed: 16.10%, Difference: 10.75%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.614153] [formula discrepancy] Company: COMP74, Year: 2010, Metric: ROCE, Computed: 8.39%, Benchmark: 15.00% (absolute threshold), Difference: 6.61%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.614153] [formula discrepancy] Company: COMP74, Year: 2011, Metric: ROCE, Computed: 9.26%, Benchmark: 15.00% (absolute threshold), Difference: 5.74%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.614153] [formula discrepancy] Company: COMP74, Year: 2012, Metric: ROCE, Computed: 10.22%, Benchmark: 15.00% (absolute threshold), Difference: 4.78%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.614153] [formula discrepancy] Company: COMP74, Year: 2013, Metric: ROCE, Computed: 11.28%, Benchmark: 15.00% (absolute threshold), Difference: 3.72%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.614153] [formula discrepancy] Company: COMP74, Year: 2014, Metric: ROCE, Computed: 12.45%, Benchmark: 15.00% (absolute threshold), Difference: 2.55%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.614153] [formula discrepancy] Company: COMP74, Year: 2015, Metric: ROCE, Computed: 13.74%, Benchmark: 15.00% (absolute threshold), Difference: 1.26%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.614153] [data source issue] Company: COMP74, Metric: ROCE, Computed: 13.74% if calculated, Description: Pre-computed roce_percentage column is missing in companies.xlsx source file.
[2026-07-16T00:43:28.614153] [formula discrepancy] Company: COMP74, Year: 2022, Metric: Return on Equity, Computed: 22.86%, Pre-computed: 16.15%, Difference: 6.71%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.614153] [formula discrepancy] Company: COMP74, Year: 2023, Metric: Return on Equity, Computed: 25.23%, Pre-computed: 16.15%, Difference: 9.08%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.614153] [formula discrepancy] Company: COMP75, Year: 2010, Metric: ROCE, Computed: 8.39%, Benchmark: 15.00% (absolute threshold), Difference: 6.61%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.614153] [formula discrepancy] Company: COMP75, Year: 2011, Metric: ROCE, Computed: 9.58%, Benchmark: 15.00% (absolute threshold), Difference: 5.42%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.614153] [formula discrepancy] Company: COMP75, Year: 2012, Metric: ROCE, Computed: 10.94%, Benchmark: 15.00% (absolute threshold), Difference: 4.06%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.614153] [formula discrepancy] Company: COMP75, Year: 2013, Metric: ROCE, Computed: 12.48%, Benchmark: 15.00% (absolute threshold), Difference: 2.52%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.614153] [formula discrepancy] Company: COMP75, Year: 2014, Metric: ROCE, Computed: 14.25%, Benchmark: 15.00% (absolute threshold), Difference: 0.75%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.614153] [formula discrepancy] Company: COMP75, Year: 2015, Metric: Return on Equity, Computed: 26.11%, Pre-computed: 16.20%, Difference: 9.91%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.614153] [data source issue] Company: COMP75, Metric: ROCE, Computed: 16.27% if calculated, Description: Pre-computed roce_percentage column is missing in companies.xlsx source file.
[2026-07-16T00:43:28.614153] [formula discrepancy] Company: COMP75, Year: 2016, Metric: Return on Equity, Computed: 29.16%, Pre-computed: 16.20%, Difference: 12.96%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.614153] [formula discrepancy] Company: COMP75, Year: 2017, Metric: Return on Equity, Computed: 32.57%, Pre-computed: 16.20%, Difference: 16.37%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.614153] [formula discrepancy] Company: COMP75, Year: 2018, Metric: Return on Equity, Computed: 36.41%, Pre-computed: 16.20%, Difference: 20.21%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.614153] [formula discrepancy] Company: COMP75, Year: 2019, Metric: Return on Equity, Computed: 40.71%, Pre-computed: 16.20%, Difference: 24.51%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
